Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,112.370003,113.389999,111.510002,113.330002,118944600,0.000000,0.000000
2010-01-05 00:00:00-05:00,113.260002,113.680000,112.849998,113.629997,111579900,0.000000,0.000000
2010-01-06 00:00:00-05:00,113.519997,113.989998,113.430000,113.709999,116074400,0.000000,0.000000
2010-01-07 00:00:00-05:00,113.500000,114.330002,113.180000,114.190002,131091100,0.000000,0.000000
2010-01-08 00:00:00-05:00,113.889999,114.620003,113.660004,114.570000,126402800,0.000000,0.000000
2010-01-11 00:00:00-05:00,115.080002,115.129997,114.239998,114.730003,106375700,0.000000,0.000000
2010-01-12 00:00:00-05:00,113.970001,114.209999,113.220001,113.660004,163333500,0.000000,0.000000
2010-01-13 00:00:00-05:00,113.949997,114.940002,113.370003,114.620003,161822000,0.000000,0.000000
2010-01-14 00:00:00-05:00,114.489998,115.139999,114.419998,114.930000,115718800,0.000000,0.000000
2010-01-15 00:00:00-05:00,114.730003,114.839996,113.199997,113.639999,212283100,0.000000,0.000000
2010-01-19 00:00:00-05:00,113.620003,115.129997,113.589996,115.059998,139172700,0.000000,0.000000
2010-01-20 00:00:00-05:00,114.279999,114.449997,112.980003,113.889999,216490200,0.000000,0.000000
2010-01-21 00:00:00-05:00,113.919998,114.269997,111.559998,111.699997,344859600,0.000000,0.000000
2010-01-22 00:00:00-05:00,111.199997,111.739998,109.089996,109.209999,345942400,0.000000,0.000000
2010-01-25 00:00:00-05:00,110.209999,110.410004,109.410004,109.769997,186937500,0.000000,0.000000
2010-01-26 00:00:00-05:00,109.339996,110.470001,109.040001,109.309998,211168800,0.000000,0.000000
2010-01-27 00:00:00-05:00,109.169998,110.080002,108.330002,109.830002,271863600,0.000000,0.000000
2010-01-28 00:00:00-05:00,110.190002,110.250000,107.910004,108.570000,316104000,0.000000,0.000000
2010-01-29 00:00:00-05:00,109.040001,109.800003,107.220001,107.389999,310677600,0.000000,0.000000
2010-02-01 00:00:00-05:00,108.150002,109.070000,107.500000,109.059998,187865000,0.000000,0.000000
2010-02-02 00:00:00-05:00,109.260002,110.589996,108.879997,110.379997,216327900,0.000000,0.000000
2010-02-03 00:00:00-05:00,109.879997,110.480003,109.510002,109.830002,172730700,0.000000,0.000000
2010-02-04 00:00:00-05:00,108.980003,109.029999,106.419998,106.440002,356715700,0.000000,0.000000
2010-02-05 00:00:00-05:00,106.559998,106.879997,104.580002,106.660004,493585800,0.000000,0.000000
2010-02-08 00:00:00-05:00,106.739998,107.330002,105.809998,105.889999,224166900,0.000000,0.000000
2010-02-09 00:00:00-05:00,107.129997,108.150002,106.269997,107.220001,337820500,0.000000,0.000000
2010-02-10 00:00:00-05:00,107.050003,107.599998,106.110001,107.010002,240511500,0.000000,0.000000
2010-02-11 00:00:00-05:00,106.870003,108.250000,106.250000,108.129997,223591600,0.000000,0.000000
2010-02-12 00:00:00-05:00,106.989998,108.099998,106.510002,108.040001,304622100,0.000000,0.000000
